SiteName,latitude,longitude,sample_duration,pollutant_standard,date_local,units_of_measure,arithmetic_mean,aqi,local_site_name,site_address
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/11/2024,Parts per billion,0.113636,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/12/2024,Parts per billion,0.27619,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/13/2024,Parts per billion,0.55,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/14/2024,Parts per billion,0.325,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/15/2024,Parts per billion,0.159091,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/16/2024,Parts per billion,0.154167,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/17/2024,Parts per billion,0.227273,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/18/2024,Parts per billion,0.25,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/19/2024,Parts per billion,0.347059,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/20/2024,Parts per billion,0.408333,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/21/2024,Parts per billion,0.468182,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/22/2024,Parts per billion,0.35,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/23/2024,Parts per billion,0.368182,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/24/2024,Parts per billion,0.091667,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/25/2024,Parts per billion,0.25,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/26/2024,Parts per billion,0.6,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/27/2024,Parts per billion,0.118182,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/28/2024,Parts per billion,0.129167,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/29/2024,Parts per billion,0.127273,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,6/30/2024,Parts per billion,0.108333,0,Ritner (RIT),24TH & RITNER STREETS
